scrapedURL,concactURL,Price,nestedAddress,totalAddress,bed,bath,sqFeet,imageURL,latitude,longitude,outputAddress,,original URL,http://calgary.craigslist.ca/search/apa/
/apa/4880574756.html,http://calgary.craigslist.ca/apa/4880574756.html,995,733 44 AVE NW,"733 44 AVE NW, Calgary, Alberta, Canada",2,1,800,http://images.craigslist.org/00d0d_2HZKuV0Wcdo_600x450.jpg,51.09335,-114.078845,"733 44 Avenue Northwest, Calgary, AB T2K 0J5, Canada",,,
/apa/4896337258.html,http://calgary.craigslist.ca/apa/4896337258.html,2000,10 Avenue & 10th Street SW,"10 Avenue & 10th Street SW, Calgary, Alberta, Canada",2,2,933,http://images.craigslist.org/00s0s_1tURpPPtnL2_600x450.jpg,51.043999,-114.086277,"10 Avenue Southwest & 10 Street Southwest, Calgary, AB T2R, Canada",,,
/apa/4858217028.html,http://calgary.craigslist.ca/apa/4858217028.html,1000,,", Calgary, Alberta, Canada",2,2,#N/A,#N/A,51.048615,-114.070846,"Calgary, AB, Canada",,,
/apa/4896073434.html,http://calgary.craigslist.ca/apa/4896073434.html,1000,Whitehorn NE,"Whitehorn NE, Calgary, Alberta, Canada",2,1,#N/A,http://images.craigslist.org/01717_jGpBTeG5uJt_600x450.jpg,51.088949,-113.972077,"Whitehorn, Calgary, AB T1Y, Canada",,,
/apa/4896063043.html,http://calgary.craigslist.ca/apa/4896063043.html,1195,,", Calgary, Alberta, Canada",2,1,#N/A,#N/A,51.048615,-114.070846,"Calgary, AB, Canada",,,
/apa/4895911642.html,http://calgary.craigslist.ca/apa/4895911642.html,1395,15th Ave NE at 6th Street NE,"15th Ave NE at 6th Street NE, Calgary, Alberta, Canada",2,1,1200,http://images.craigslist.org/00Z0Z_ly4Lj8Y7cjf_600x450.jpg,51.065961,-114.048335,"6 Street Northeast & 15 Avenue Northeast, Calgary, AB T2E, Canada",,,
/apa/4895900817.html,http://calgary.craigslist.ca/apa/4895900817.html,1500,22 Celtic RD NW,"22 Celtic RD NW, Calgary, Alberta, Canada",3,1,#N/A,#N/A,51.084734,-114.08605,"22 Celtic Road Northwest, Calgary, AB T2K 1S6, Canada",,,
/apa/4895764223.html,http://calgary.craigslist.ca/apa/4895764223.html,2500,,", Calgary, Alberta, Canada",2,2,1000,http://images.craigslist.org/01010_av1wDxUbUIy_600x450.jpg,51.048615,-114.070846,"Calgary, AB, Canada",,,
/apa/4895709946.html,http://calgary.craigslist.ca/apa/4895709946.html,1180,Renfrew,"Renfrew, Calgary, Alberta, Canada",2,1,#N/A,#N/A,51.063529,-114.037977,"Renfrew, Calgary, AB, Canada",,,
/apa/4854245200.html,http://calgary.craigslist.ca/apa/4854245200.html,1790,2066 Luxstone Blvd,"2066 Luxstone Blvd, Calgary, Alberta, Canada",3,2.5,#N/A,#N/A,51.048615,-114.070846,"Calgary, AB, Canada",,,
/apa/4895545417.html,http://calgary.craigslist.ca/apa/4895545417.html,1850,30 Discovery Ridge Close SW,"30 Discovery Ridge Close SW, Calgary, Alberta, Canada",1,1,#N/A,http://images.craigslist.org/00R0R_e0sbzotIjBJ_600x450.jpg,51.013752,-114.214808,"30 Discovery Ridge Close Southwest, Calgary, AB T3H 4Y3, Canada",,,
/apa/4854297018.html,http://calgary.craigslist.ca/apa/4854297018.html,2900,188-15 Ave SW,"188-15 Ave SW, Calgary, Alberta, Canada",1,1,#N/A,http://images.craigslist.org/00r0r_eHvWdJ3hZvz_600x450.jpg,51.038663,-114.065895,"188 15 Avenue Southwest, Calgary, AB T2R 0P5, Canada",,,
/apa/4854357105.html,http://calgary.craigslist.ca/apa/4854357105.html,2200,,", Calgary, Alberta, Canada",2,1,#N/A,http://images.craigslist.org/00q0q_8ndaxtFvEiS_600x450.jpg,51.048615,-114.070846,"Calgary, AB, Canada",,,
/apa/4882529721.html,http://calgary.craigslist.ca/apa/4882529721.html,925,University Heights,"University Heights, Calgary, Alberta, Canada",1,1,#N/A,#N/A,51.070306,-114.140033,"University Heights, Calgary, AB T2N, Canada",,,
/apa/4895190123.html,http://calgary.craigslist.ca/apa/4895190123.html,800,,", Calgary, Alberta, Canada",2,2,#N/A,http://images.craigslist.org/00t0t_k84gz6m9R2x_600x450.jpg,51.048615,-114.070846,"Calgary, AB, Canada",,,
/apa/4895153895.html,http://calgary.craigslist.ca/apa/4895153895.html,1500,Canterbury Drive Southwest,"Canterbury Drive Southwest, Calgary, Alberta, Canada",2,2,#N/A,http://images.craigslist.org/00N0N_ldWjh2R9P6m_600x450.jpg,50.941621,-114.085548,"Canterbury Drive Southwest, Calgary, AB T2W, Canada",,,
/apa/4895100362.html,http://calgary.craigslist.ca/apa/4895100362.html,1400,3408 23 Ave Sw,"3408 23 Ave Sw, Calgary, Alberta, Canada",2,1,#N/A,http://images.craigslist.org/01717_gkwqcK3xSzE_600x450.jpg,51.033296,-114.135963,"3408 23 Avenue Southwest, Calgary, AB T3E 0J5, Canada",,,
/apa/4867425097.html,http://calgary.craigslist.ca/apa/4867425097.html,1500,1305 - 15th Avenue SW,"1305 - 15th Avenue SW, Calgary, Alberta, Canada",2,1,#N/A,http://images.craigslist.org/00606_cJi7RfaI5kd_600x450.jpg,51.039263,-114.091887,"1305 15 Avenue Southwest, Calgary, AB T3C 3V9, Canada",,,
/apa/4867514942.html,http://calgary.craigslist.ca/apa/4867514942.html,1300,1711 - 25th Avenue SW,"1711 - 25th Avenue SW, Calgary, Alberta, Canada",1,1,#N/A,http://images.craigslist.org/00v0v_hKu1CNfjded_600x450.jpg,51.031325,-114.100193,"1711 25 Avenue Southwest, Calgary, AB T2T, Canada",,,
/apa/4867381600.html,http://calgary.craigslist.ca/apa/4867381600.html,1650,815 - 4th Avenue SW,"815 - 4th Avenue SW, Calgary, Alberta, Canada",2,1,#N/A,http://images.craigslist.org/00E0E_a666AL58GZ5_600x450.jpg,51.049613,-114.079351,"815 4 Avenue Southwest, Calgary, AB T2P 0K5, Canada",,,
